id_cliente,abandono,genero,tercera_edad,tiene_pareja,dependientes,meses_contrato,servicio_telefónico,varias_líneas,servicio_internet,seguridad_online,respaldo_online,protección_dispositivos,soporte_tecnico,tv_por_cable,streming_peliculas,tipo_contrato,factura_electronica,metodo_pago,cargos_mensuales,total_cargos,cargos_diarios
0973_kyvnf,0,0,0,1,1,72,1,0,dsl,1,1,1,0,1,0,two_year,1,credit_card_(automatic),70.65,5011.15,2.36
0975_uydtx,0,0,0,1,0,26,1,1,dsl,1,1,1,1,1,1,one_year,1,credit_card_(automatic),90.1,2312.55,3.0
0975_voovl,0,0,0,0,0,3,0,0,dsl,0,1,0,0,0,0,month_to_month,0,mailed_check,29.2,98.5,0.97
0979_mozqi,0,1,0,1,0,62,0,0,dsl,0,0,0,1,1,0,two_year,1,bank_transfer_(automatic),39.0,2337.45,1.3
0979_phulv,1,1,0,1,1,69,1,1,fiber_optic,0,0,1,0,1,1,month_to_month,1,credit_card_(automatic),99.45,7007.6,3.32
0980_fexwf,0,1,0,1,1,26,1,0,dsl,0,0,1,0,0,0,one_year,0,mailed_check,50.35,1285.8,1.68
0980_pvmrc,0,0,0,1,1,40,0,0,dsl,0,1,0,0,1,1,month_to_month,1,electronic_check,50.85,2036.55,1.7
0983_tatyj,0,0,0,1,0,33,1,0,dsl,0,0,0,1,0,0,one_year,1,mailed_check,51.45,1758.9,1.72
0988_aadsa,0,0,0,1,1,72,1,1,dsl,1,1,1,1,0,1,two_year,0,bank_transfer_(automatic),80.85,5824.75,2.7
0988_jrwwp,0,0,0,0,0,3,1,0,dsl,0,0,0,0,1,0,month_to_month,1,electronic_check,54.2,140.4,1.81
0991_brrfb,1,1,0,0,0,18,1,0,dsl,1,0,0,0,0,0,month_to_month,0,electronic_check,49.4,874.8,1.65
0993_osgpt,0,0,1,1,0,68,1,0,dsl,0,1,1,1,0,0,one_year,1,bank_transfer_(automatic),60.65,3975.9,2.02
0997_ytlny,0,0,0,0,1,19,1,0,dsl,0,0,0,1,0,0,month_to_month,0,mailed_check,48.8,953.65,1.63
0999_qxnsa,0,1,1,0,1,7,1,0,dsl,0,0,0,0,0,0,month_to_month,1,mailed_check,45.75,344.2,1.52
1000_ajsld,1,1,0,0,0,1,1,0,no,0,0,0,0,0,0,month_to_month,1,mailed_check,20.1,20.1,0.67
1004_noznr,0,1,1,0,1,56,1,0,fiber_optic,1,0,0,0,1,1,one_year,0,credit_card_(automatic),94.8,5264.3,3.16
1009_irmna,1,0,0,0,0,7,1,0,no,0,0,0,0,0,0,month_to_month,0,bank_transfer_(automatic),20.0,137.6,0.67
1010_diauq,1,1,0,0,0,5,1,0,fiber_optic,0,0,1,0,1,1,month_to_month,0,bank_transfer_(automatic),96.5,492.55,3.22
1013_qcwam,0,0,1,1,0,66,1,1,fiber_optic,0,1,0,0,1,1,month_to_month,1,electronic_check,100.8,6690.75,3.36
1015_jpfyw,0,1,0,0,1,7,1,0,no,0,0,0,0,0,0,one_year,0,mailed_check,19.45,136.75,0.65
1015_owjki,0,1,0,0,0,1,1,0,no,0,0,0,0,0,0,month_to_month,0,mailed_check,19.05,19.05,0.64
1016_djtsv,0,1,1,0,0,8,1,0,fiber_optic,0,0,0,0,0,0,month_to_month,1,electronic_check,69.7,572.85,2.32
1017_fbqmm,0,0,0,1,1,62,1,1,fiber_optic,0,1,0,1,1,1,one_year,1,credit_card_(automatic),106.05,6703.5,3.53
1020_jpqow,0,0,0,1,0,56,1,1,fiber_optic,0,1,1,1,0,0,month_to_month,0,electronic_check,90.55,5116.6,3.02
1022_rkxdr,0,0,0,0,0,41,1,1,no,0,0,0,0,0,0,one_year,1,mailed_check,24.85,962.25,0.83
1023_bqxze,0,1,0,0,0,57,1,0,dsl,1,0,1,0,1,1,two_year,1,bank_transfer_(automatic),74.35,4317.35,2.48
1024_guald,1,0,0,1,0,1,0,0,dsl,0,0,0,0,0,0,month_to_month,1,electronic_check,24.8,24.8,0.83
1024_kprbb,0,0,0,0,0,38,1,0,fiber_optic,0,0,0,0,1,1,one_year,1,mailed_check,89.1,3342.0,2.97
1024_vrzhf,1,1,0,1,0,11,1,1,fiber_optic,0,0,0,0,0,0,month_to_month,1,electronic_check,74.95,825.7,2.5
1025_falix,0,0,0,0,0,26,1,0,fiber_optic,0,0,0,0,0,0,month_to_month,1,credit_card_(automatic),69.05,1815.65,2.3
1027_lkkqq,0,0,0,1,1,72,1,0,dsl,1,0,1,1,1,1,two_year,1,bank_transfer_(automatic),80.45,5886.85,2.68
1028_ffnjk,0,1,1,1,0,30,1,1,fiber_optic,0,0,0,1,1,1,month_to_month,1,electronic_check,101.5,2917.65,3.38
1029_qfben,1,1,0,0,0,1,1,0,no,0,0,0,0,0,0,month_to_month,0,mailed_check,19.55,19.55,0.65
1031_iideo,1,0,0,0,0,1,1,0,fiber_optic,0,0,0,0,0,0,month_to_month,1,electronic_check,70.85,70.85,2.36
1032_maelw,0,0,0,1,1,68,1,1,dsl,1,1,1,1,0,1,one_year,1,electronic_check,78.45,5333.35,2.62
1035_ipqpu,0,0,1,1,0,63,1,1,fiber_optic,0,1,1,0,1,1,month_to_month,1,electronic_check,103.5,6479.4,3.45
1036_gudcl,0,1,0,1,1,60,1,0,dsl,1,1,0,1,1,1,month_to_month,1,credit_card_(automatic),79.05,4663.4,2.64
1038_rqost,0,1,0,1,1,19,1,0,no,0,0,0,0,0,0,month_to_month,0,mailed_check,20.6,414.95,0.69
1038_zagbi,1,0,0,1,1,12,1,0,no,0,0,0,0,0,0,one_year,0,bank_transfer_(automatic),19.8,229.6,0.66
1041_rxhra,1,0,0,0,0,41,1,0,fiber_optic,0,0,0,0,0,0,month_to_month,0,bank_transfer_(automatic),70.25,2868.05,2.34
1042_hfucw,0,0,0,0,1,25,1,0,dsl,0,1,0,1,0,0,one_year,1,credit_card_(automatic),54.75,1266.35,1.82
1043_uxovo,0,0,0,0,0,71,1,1,fiber_optic,1,1,1,1,1,1,two_year,1,credit_card_(automatic),113.15,7993.3,3.77
1043_ycute,1,1,0,1,0,56,1,1,no,0,0,0,0,0,0,two_year,1,credit_card_(automatic),25.15,1327.15,0.84
1045_ltcyt,0,0,0,1,1,8,1,0,no,0,0,0,0,0,0,month_to_month,0,credit_card_(automatic),21.05,139.75,0.7
1047_nncbf,0,1,0,0,0,20,1,0,fiber_optic,0,0,0,0,0,0,month_to_month,0,credit_card_(automatic),70.55,1493.55,2.35
1047_rnxzv,0,1,0,0,0,43,1,0,no,0,0,0,0,0,0,two_year,0,mailed_check,19.55,876.15,0.65
1049_fysyg,0,0,0,1,0,17,0,0,dsl,0,1,1,0,0,0,month_to_month,1,credit_card_(automatic),35.65,646.05,1.19
1051_eqpzr,0,0,0,1,1,44,1,0,no,0,0,0,0,0,0,month_to_month,0,mailed_check,19.6,780.25,0.65
1051_gejlj,0,0,0,0,0,2,1,0,no,0,0,0,0,0,0,month_to_month,0,mailed_check,19.5,27.55,0.65
1052_qjibv,0,0,0,1,1,71,1,0,no,0,0,0,0,0,0,two_year,0,credit_card_(automatic),19.9,1397.3,0.66
1053_mxttk,0,0,0,1,1,72,1,0,fiber_optic,1,1,1,1,1,1,two_year,1,bank_transfer_(automatic),108.65,7726.35,3.62
1057_foglz,0,0,0,0,0,18,1,0,no,0,0,0,0,0,0,month_to_month,0,mailed_check,19.65,391.7,0.65
1060_entof,0,0,1,1,0,67,1,1,fiber_optic,1,1,1,1,0,1,one_year,1,credit_card_(automatic),105.4,7035.6,3.51
1061_pnthc,0,0,0,1,1,56,1,1,fiber_optic,1,0,1,1,1,1,month_to_month,1,mailed_check,109.6,5953.0,3.65
1062_lhzod,1,1,0,1,1,1,1,0,fiber_optic,0,0,0,0,0,0,month_to_month,1,mailed_check,69.9,69.9,2.33
1063_dhqjf,0,1,0,1,1,69,1,0,fiber_optic,0,1,0,1,1,0,two_year,1,mailed_check,92.15,6480.9,3.07
1064_fbxnk,0,1,0,1,1,1,1,0,no,0,0,0,0,0,0,one_year,0,credit_card_(automatic),19.85,19.85,0.66
1066_jksgk,1,1,0,0,0,1,1,0,no,0,0,0,0,0,0,month_to_month,0,mailed_check,20.15,20.15,0.67
1069_qjoee,0,1,0,1,1,25,1,0,no,0,0,0,0,0,0,one_year,0,electronic_check,19.9,505.45,0.66
1069_xaiem,1,0,1,0,0,1,1,1,fiber_optic,0,0,0,0,0,1,month_to_month,1,electronic_check,85.05,85.05,2.84
1073_xxczd,0,1,0,1,0,55,1,1,no,0,0,0,0,0,0,two_year,0,bank_transfer_(automatic),25.7,1443.65,0.86
1074_amioh,0,0,0,1,1,53,1,0,fiber_optic,0,1,1,1,1,1,month_to_month,1,bank_transfer_(automatic),108.25,5935.1,3.61
1074_wvevg,0,0,0,1,0,59,1,0,no,0,0,0,0,0,0,one_year,0,mailed_check,20.35,1267.0,0.68
1075_bgwoh,1,1,1,1,0,16,1,1,fiber_optic,0,0,1,0,1,1,month_to_month,1,electronic_check,98.75,1587.55,3.29
1077_huujm,0,0,0,0,1,7,1,0,fiber_optic,0,0,0,0,0,0,month_to_month,1,electronic_check,71.05,472.65,2.37
1078_tdcrn,0,0,1,1,0,3,0,0,dsl,0,1,0,0,0,0,month_to_month,1,electronic_check,30.75,82.85,1.02
1080_bwsye,0,1,1,1,0,64,1,1,no,0,0,0,0,0,0,two_year,0,credit_card_(automatic),25.65,1740.8,0.86
1084_mnsmj,0,0,0,1,1,51,1,0,dsl,1,1,1,1,1,1,two_year,0,credit_card_(automatic),85.5,4421.95,2.85
1084_uqchv,1,1,0,0,1,1,1,0,fiber_optic,0,0,0,0,0,0,month_to_month,0,bank_transfer_(automatic),69.75,69.75,2.33
1085_ldwam,0,0,0,1,1,69,1,0,no,0,0,0,0,0,0,one_year,1,credit_card_(automatic),20.35,1442.65,0.68
1086_lxkfy,1,0,0,1,1,1,1,0,fiber_optic,0,0,0,0,0,0,month_to_month,1,mailed_check,69.1,69.1,2.3
1087_gruyi,0,1,0,1,0,38,1,0,no,0,0,0,0,0,0,two_year,0,bank_transfer_(automatic),20.4,743.5,0.68
1087_udsih,1,0,0,0,0,3,1,0,no,0,0,0,0,0,0,month_to_month,1,mailed_check,19.6,59.75,0.65
1088_auuzz,0,1,0,1,1,56,1,1,dsl,1,1,0,1,0,1,two_year,1,credit_card_(automatic),75.85,4261.2,2.53
1088_cnnkb,0,1,0,1,0,63,1,1,dsl,1,1,1,1,0,1,one_year,0,credit_card_(automatic),80.0,5040.2,2.67
1089_hdmkp,0,1,1,0,1,11,1,0,dsl,0,1,0,1,0,0,month_to_month,1,electronic_check,54.55,601.25,1.82
1089_xzwhh,0,0,0,1,1,24,1,0,no,0,0,0,0,0,0,two_year,1,mailed_check,19.7,494.05,0.66
1090_eselr,0,1,0,1,1,72,1,0,fiber_optic,1,1,0,1,1,1,two_year,0,bank_transfer_(automatic),105.5,7611.55,3.52
1090_pykci,0,0,0,1,1,69,1,1,fiber_optic,1,1,1,1,1,0,one_year,1,credit_card_(automatic),105.1,7234.8,3.5
1091_sozga,0,0,0,1,1,56,1,1,fiber_optic,0,0,1,0,1,1,one_year,1,credit_card_(automatic),99.8,5515.45,3.33
1092_ganhu,1,1,0,0,0,17,1,0,fiber_optic,0,0,1,0,0,0,month_to_month,1,electronic_check,76.65,1313.55,2.56
1092_wpivq,0,0,0,1,1,18,1,1,no,0,0,0,0,0,0,two_year,0,mailed_check,25.1,428.45,0.84
1093_yswca,0,1,0,0,0,11,1,0,no,0,0,0,0,0,0,two_year,0,credit_card_(automatic),19.55,223.15,0.65
1094_bkosx,0,0,0,1,1,45,0,0,dsl,0,1,1,1,0,1,one_year,0,bank_transfer_(automatic),51.0,2264.5,1.7
1095_judtc,1,0,1,0,0,47,1,1,fiber_optic,0,1,0,1,1,0,month_to_month,1,electronic_check,95.05,4504.55,3.17
1095_wgngg,0,0,0,1,0,61,1,1,fiber_optic,0,1,0,0,1,1,two_year,1,bank_transfer_(automatic),101.05,5971.25,3.37
1096_adrux,0,0,0,1,1,66,1,1,fiber_optic,0,0,0,0,0,0,one_year,1,bank_transfer_(automatic),74.25,4859.25,2.48
1097_fspvw,0,0,0,0,0,42,1,0,dsl,1,0,1,0,0,0,month_to_month,0,credit_card_(automatic),54.55,2455.05,1.82
1098_kfqec,0,0,0,1,1,55,1,0,no,0,0,0,0,0,0,two_year,0,credit_card_(automatic),19.4,1083.0,0.65
1098_tdvuq,0,0,0,0,0,1,1,0,no,0,0,0,0,0,0,month_to_month,1,bank_transfer_(automatic),19.25,19.25,0.64
1099_btkwt,0,0,0,1,0,68,0,0,dsl,1,0,1,0,1,1,one_year,1,electronic_check,54.4,3723.65,1.81
1099_godlo,0,0,0,1,1,1,1,0,no,0,0,0,0,0,0,two_year,0,mailed_check,20.35,20.35,0.68
1100_ddvrv,0,1,0,1,0,17,0,0,dsl,0,1,0,0,1,1,month_to_month,1,mailed_check,49.8,836.35,1.66
1101_sswag,0,0,0,1,0,15,1,1,dsl,0,0,0,0,0,0,month_to_month,1,electronic_check,51.1,711.15,1.7
1104_fejam,0,1,0,1,1,28,1,1,dsl,0,1,0,0,0,1,month_to_month,0,electronic_check,64.4,1802.15,2.15
1104_tnlza,0,1,1,1,0,28,1,1,fiber_optic,0,1,0,1,1,1,month_to_month,1,electronic_check,105.8,2998.0,3.53
1106_hrlkz,0,1,0,1,1,40,1,0,no,0,0,0,0,0,0,two_year,0,mailed_check,19.6,808.95,0.65
1110_kylgq,0,0,0,0,0,63,1,1,fiber_optic,1,1,1,0,1,1,month_to_month,0,credit_card_(automatic),108.25,6780.1,3.61
1112_cunao,1,0,1,0,0,15,1,1,fiber_optic,0,1,0,0,0,1,month_to_month,0,electronic_check,89.85,1424.95,2.99
1113_iujyx,1,0,0,1,0,14,1,0,fiber_optic,1,1,0,1,1,1,one_year,0,mailed_check,105.95,1348.9,3.53
1114_cenim,1,1,0,0,1,54,1,1,dsl,0,1,0,0,0,0,month_to_month,1,credit_card_(automatic),55.0,3092.65,1.83
1116_dxxdf,0,1,0,0,0,39,1,0,fiber_optic,1,0,1,0,1,1,two_year,1,electronic_check,100.45,3801.7,3.35
1116_fryvh,0,0,0,1,1,48,0,0,dsl,1,1,0,1,0,0,two_year,0,mailed_check,39.4,1978.65,1.31
1120_bmwub,1,0,0,0,0,16,1,0,dsl,0,1,0,1,0,0,month_to_month,1,mailed_check,53.9,834.15,1.8
1121_qsivb,0,0,0,0,1,44,1,1,dsl,0,1,0,0,1,1,one_year,1,mailed_check,77.55,3471.1,2.58
1122_jwtjw,1,1,0,1,1,1,1,0,fiber_optic,0,0,0,0,0,0,month_to_month,1,mailed_check,70.65,70.65,2.36
1122_yjbcs,0,1,0,1,0,69,1,0,dsl,1,1,0,0,0,0,one_year,1,credit_card_(automatic),53.65,3804.4,1.79
1125_snvck,0,0,1,0,0,49,1,0,dsl,0,0,0,0,0,0,month_to_month,0,mailed_check,43.8,2106.05,1.46
1131_alzwv,0,0,0,0,0,24,1,1,no,0,0,0,0,0,0,one_year,0,bank_transfer_(automatic),24.6,605.25,0.82
1131_qqzeb,0,1,1,1,0,71,1,1,no,0,0,0,0,0,0,two_year,0,bank_transfer_(automatic),23.95,1756.2,0.8
1131_suekt,0,1,0,1,1,61,1,0,fiber_optic,0,1,0,1,1,1,one_year,1,bank_transfer_(automatic),98.45,6145.2,3.28
1133_kxcge,0,0,0,0,0,18,1,0,no,0,0,0,0,0,0,one_year,0,mailed_check,20.1,407.05,0.67
1134_ywtyf,0,1,0,1,0,27,1,0,dsl,0,1,0,1,0,0,month_to_month,1,electronic_check,53.8,1389.85,1.79
1135_hiori,0,0,0,1,1,64,1,1,fiber_optic,0,1,1,1,1,1,one_year,1,electronic_check,111.45,7266.95,3.72
1135_lmecx,0,0,0,0,0,1,1,0,no,0,0,0,0,0,0,month_to_month,0,mailed_check,19.85,19.85,0.66
1136_xgequ,0,0,0,1,1,50,1,1,dsl,0,1,1,1,1,1,one_year,1,credit_card_(automatic),84.15,4164.4,2.8
1137_dgowi,0,0,0,1,0,30,1,0,dsl,0,1,1,1,0,1,one_year,0,bank_transfer_(automatic),70.25,2198.9,2.34
1139_wuoah,0,1,0,0,0,57,0,0,dsl,0,0,1,1,1,1,two_year,0,credit_card_(automatic),53.35,3090.05,1.78
1140_ukvzg,0,0,0,0,0,17,1,1,no,0,0,0,0,0,0,month_to_month,0,mailed_check,24.8,475.25,0.83
1142_ihloo,0,0,0,0,0,51,1,0,fiber_optic,0,0,0,0,1,1,one_year,0,credit_card_(automatic),87.55,4475.9,2.92
1142_waczw,1,1,0,0,0,2,0,0,dsl,0,0,0,1,0,0,month_to_month,0,bank_transfer_(automatic),29.85,75.6,1.0
1143_nmnqj,1,0,0,0,0,2,1,1,fiber_optic,0,0,0,0,0,1,month_to_month,1,electronic_check,85.7,169.8,2.86
1150_ftqgn,0,0,0,1,1,60,1,1,fiber_optic,1,1,0,0,1,0,one_year,0,bank_transfer_(automatic),94.15,5811.8,3.14
1150_wfarn,1,0,0,1,1,67,1,1,fiber_optic,1,0,1,1,1,1,two_year,1,credit_card_(automatic),108.75,7156.2,3.62
1153_gnolc,0,1,0,0,0,33,0,0,dsl,0,1,0,0,1,0,one_year,1,electronic_check,39.1,1309.0,1.3
1154_hywwo,0,1,0,0,0,38,1,0,dsl,1,1,0,1,1,0,one_year,0,mailed_check,70.6,2708.2,2.35
1156_zfydo,0,0,0,0,0,1,1,0,no,0,0,0,0,0,0,month_to_month,0,electronic_check,19.75,19.75,0.66
1157_bqcuw,1,1,0,0,0,1,1,1,fiber_optic,0,0,0,0,0,0,month_to_month,1,electronic_check,74.95,74.95,2.5
1159_wfsgr,0,0,0,1,1,16,1,0,no,0,0,0,0,0,0,month_to_month,0,electronic_check,20.4,321.4,0.68
1162_ecvii,0,1,1,1,0,72,1,1,fiber_optic,0,1,1,1,1,1,two_year,1,bank_transfer_(automatic),109.75,7932.5,3.66
1163_onyey,0,1,0,1,1,41,1,1,dsl,1,1,1,0,1,0,month_to_month,1,credit_card_(automatic),74.55,3023.55,2.48
1163_vipri,0,0,0,1,1,65,1,1,fiber_optic,1,0,1,1,1,1,two_year,0,electronic_check,109.3,7337.55,3.64
1166_pqlgg,0,0,0,1,1,72,1,0,no,0,0,0,0,0,0,two_year,0,bank_transfer_(automatic),19.55,1463.45,0.65
1167_oyzjf,0,0,1,1,0,67,1,0,no,0,0,0,0,0,0,two_year,1,bank_transfer_(automatic),20.05,1263.05,0.67
1169_saocl,0,1,0,0,0,49,1,1,fiber_optic,0,1,0,1,1,1,one_year,1,bank_transfer_(automatic),106.65,5168.1,3.56
1169_wcvak,0,1,0,1,0,19,1,1,fiber_optic,1,1,0,1,0,0,month_to_month,1,credit_card_(automatic),88.8,1672.35,2.96
1170_sasml,0,0,0,1,0,69,1,1,fiber_optic,0,1,1,0,0,0,month_to_month,1,bank_transfer_(automatic),85.4,5869.4,2.85
1171_tykur,0,1,0,1,0,47,1,1,no,0,0,0,0,0,0,month_to_month,0,electronic_check,25.4,1139.2,0.85
1172_viybp,0,1,0,1,1,53,1,1,dsl,1,1,0,0,0,1,two_year,0,bank_transfer_(automatic),69.7,3686.05,2.32
1173_noeyg,0,0,0,1,0,27,1,1,fiber_optic,0,0,1,0,0,1,month_to_month,0,bank_transfer_(automatic),90.15,2423.4,3.01
1173_xzpyf,0,0,0,0,0,11,1,1,fiber_optic,0,0,1,0,1,0,month_to_month,1,electronic_check,89.2,990.3,2.97
1174_fgifn,0,0,0,1,1,28,1,1,fiber_optic,0,0,0,1,0,1,one_year,1,electronic_check,90.45,2509.25,3.02
1177_xzbjl,0,1,0,1,1,53,1,1,dsl,1,1,0,1,0,0,one_year,0,bank_transfer_(automatic),64.15,3491.55,2.14
1178_pzgab,0,0,0,0,0,19,1,0,no,0,0,0,0,0,0,one_year,0,credit_card_(automatic),20.25,383.65,0.68
1179_inlat,0,1,0,0,0,3,1,0,no,0,0,0,0,0,0,one_year,1,mailed_check,19.45,69.25,0.65
1183_canvh,0,0,0,1,0,23,1,0,dsl,0,0,0,1,1,0,one_year,0,bank_transfer_(automatic),60.0,1347.15,2.0
1184_pjvdb,1,1,0,1,0,10,1,0,fiber_optic,0,0,0,0,1,0,month_to_month,1,electronic_check,79.95,857.2,2.66
1187_wilmm,0,1,0,1,1,63,1,1,dsl,1,1,1,1,1,1,two_year,1,credit_card_(automatic),89.4,5597.65,2.98
1193_rtslk,1,0,0,0,0,38,1,0,fiber_optic,1,1,1,0,0,0,month_to_month,1,credit_card_(automatic),83.9,3233.6,2.8
1194_bhjyc,0,1,0,1,0,61,0,0,dsl,1,0,1,1,1,1,two_year,1,mailed_check,62.15,3778.85,2.07
1194_hvaif,0,0,0,1,0,27,1,1,fiber_optic,0,0,0,0,1,1,month_to_month,0,credit_card_(automatic),95.0,2462.55,3.17
1194_spvsp,0,1,0,0,0,1,1,0,no,0,0,0,0,0,0,month_to_month,0,bank_transfer_(automatic),19.65,19.65,0.65
1195_oiyej,1,1,0,0,0,13,1,0,fiber_optic,0,0,0,0,1,1,month_to_month,1,electronic_check,91.1,1135.7,3.04
1196_amora,1,1,0,0,0,7,1,1,fiber_optic,0,0,0,0,0,0,month_to_month,0,electronic_check,73.6,520.0,2.45
1197_bvmvg,0,0,1,0,0,4,1,1,fiber_optic,0,0,0,0,0,0,month_to_month,1,electronic_check,74.45,294.45,2.48
1200_tuzhr,0,0,1,0,0,8,1,1,fiber_optic,0,0,0,0,0,1,month_to_month,0,electronic_check,85.2,695.75,2.84
1202_kkgfu,0,0,0,1,0,12,1,0,dsl,1,0,0,1,0,0,month_to_month,0,bank_transfer_(automatic),54.2,690.5,1.81
1205_wnwpj,1,0,0,0,0,7,1,0,dsl,0,0,0,1,1,0,month_to_month,1,mailed_check,59.5,415.95,1.98
1206_ehbdd,0,0,0,1,0,56,1,0,fiber_optic,1,0,1,0,0,0,two_year,0,bank_transfer_(automatic),80.3,4513.65,2.68
1207_blksa,0,0,0,1,1,52,1,1,no,0,0,0,0,0,0,two_year,0,mailed_check,23.05,1255.1,0.77
1208_dnhln,1,1,0,1,1,23,1,1,dsl,0,0,0,0,0,0,one_year,1,credit_card_(automatic),48.35,1067.15,1.61
1208_nbvfh,0,1,0,1,1,20,1,0,dsl,0,0,1,0,0,0,month_to_month,1,electronic_check,49.6,939.8,1.65
1209_vffoc,0,1,0,1,1,68,0,0,dsl,1,1,1,1,0,1,two_year,1,mailed_check,56.4,3948.45,1.88
1212_glhmd,0,1,0,0,0,3,1,0,fiber_optic,1,0,0,0,0,1,month_to_month,1,mailed_check,86.05,244.85,2.87
1213_ngcun,1,0,0,0,0,6,1,0,dsl,0,0,0,1,0,0,month_to_month,1,bank_transfer_(automatic),49.65,267.35,1.66
1215_exrmo,0,1,0,1,0,50,1,0,no,0,0,0,0,0,0,two_year,0,mailed_check,20.55,1067.65,0.68
1215_figmp,0,1,0,0,0,60,1,1,fiber_optic,0,1,0,0,1,0,month_to_month,1,bank_transfer_(automatic),89.9,5450.7,3.0
1215_vfyvk,0,0,0,0,0,4,0,0,dsl,1,0,1,1,0,1,month_to_month,0,mailed_check,48.25,202.25,1.61
1216_bgtsp,0,1,0,0,0,45,1,1,fiber_optic,1,0,1,1,1,1,month_to_month,1,credit_card_(automatic),108.45,4964.7,3.62
1216_jwvux,0,1,0,1,1,25,1,0,fiber_optic,0,1,0,0,0,0,month_to_month,1,electronic_check,75.5,1901.05,2.52
1217_vaswc,0,1,1,1,0,43,1,0,fiber_optic,0,1,1,0,1,1,one_year,1,bank_transfer_(automatic),100.55,4304.0,3.35
1218_vkfpe,1,0,0,1,1,12,1,0,no,0,0,0,0,0,0,month_to_month,0,mailed_check,19.0,233.55,0.63
1219_nnddo,0,0,0,0,0,9,1,1,fiber_optic,0,0,0,0,0,0,month_to_month,1,electronic_check,76.85,663.55,2.56
1221_ghzep,0,0,0,0,0,62,1,0,dsl,1,0,0,1,0,1,two_year,1,mailed_check,65.1,3846.75,2.17
1222_kjnzd,0,1,0,1,1,40,1,0,no,0,0,0,0,0,0,month_to_month,1,bank_transfer_(automatic),20.4,745.3,0.68
1222_lryko,0,1,0,0,1,6,1,1,no,0,0,0,0,0,0,month_to_month,0,mailed_check,26.35,184.05,0.88
1223_unpks,0,1,0,1,1,20,1,0,no,0,0,0,0,0,0,two_year,0,mailed_check,20.05,400.0,0.67
1226_ienzn,0,1,1,0,0,16,1,0,fiber_optic,0,0,0,0,0,1,month_to_month,1,electronic_check,78.75,1218.25,2.62
1226_jznkr,0,0,0,1,1,8,1,0,no,0,0,0,0,0,0,one_year,0,electronic_check,19.8,160.05,0.66
1226_udfzr,1,0,0,0,0,2,1,0,dsl,0,1,0,0,0,0,month_to_month,1,mailed_check,49.6,114.7,1.65
1227_udmzr,0,0,0,1,0,72,1,1,dsl,1,1,1,1,1,1,two_year,1,bank_transfer_(automatic),91.15,6637.9,3.04
1228_fzfrv,1,1,0,1,1,50,1,1,fiber_optic,1,0,1,0,1,1,month_to_month,0,credit_card_(automatic),105.95,5341.8,3.53
1228_zlnbx,0,1,0,0,0,21,1,1,fiber_optic,0,0,0,0,0,0,month_to_month,0,mailed_check,75.3,1570.7,2.51
1229_rcalf,0,0,0,1,0,64,1,1,fiber_optic,1,1,1,1,1,1,one_year,1,electronic_check,115.0,7396.15,3.83
1230_qajdw,0,1,0,0,0,3,1,1,dsl,0,0,0,1,1,0,month_to_month,1,mailed_check,65.25,209.9,2.17
1231_yndek,0,1,0,0,0,58,1,0,no,0,0,0,0,0,0,two_year,1,bank_transfer_(automatic),19.15,1035.5,0.64
1236_wfcdv,1,1,1,0,0,14,1,0,fiber_optic,0,0,0,0,1,1,month_to_month,0,credit_card_(automatic),90.45,1266.1,3.02
1237_wiyyz,0,0,0,0,0,18,1,0,no,0,0,0,0,0,0,month_to_month,1,mailed_check,19.55,389.25,0.65
1240_hcboh,0,0,0,0,0,67,1,1,no,0,0,0,0,0,0,two_year,1,mailed_check,26.1,1759.55,0.87
1240_knsez,1,1,0,0,0,1,1,0,no,0,0,0,0,0,0,month_to_month,1,mailed_check,20.1,20.1,0.67
1241_ezfmj,0,1,0,1,0,61,1,1,no,0,0,0,0,0,0,two_year,0,bank_transfer_(automatic),25.45,1538.6,0.85
1241_fpmof,0,1,0,0,0,52,1,0,no,0,0,0,0,0,0,two_year,0,mailed_check,19.65,1025.05,0.65
1245_harps,0,0,0,1,0,14,1,0,no,0,0,0,0,0,0,two_year,0,mailed_check,20.4,292.4,0.68
1247_qbvsh,0,0,0,1,1,43,1,0,dsl,0,1,0,0,0,0,month_to_month,0,mailed_check,50.2,2169.4,1.67
1248_dyxub,0,1,0,1,1,52,1,1,no,0,0,0,0,0,0,two_year,0,mailed_check,24.8,1229.1,0.83
1251_krreg,1,1,0,0,0,2,1,1,dsl,0,1,0,0,0,0,month_to_month,1,mailed_check,54.4,114.1,1.81
1251_stysz,0,0,1,0,0,4,1,1,fiber_optic,1,0,0,0,0,0,month_to_month,1,electronic_check,80.25,303.7,2.68
1254_izeyf,1,0,1,0,0,31,1,1,fiber_optic,0,1,0,0,1,1,month_to_month,1,electronic_check,99.95,3186.65,3.33
1257_sxuxq,0,1,0,1,1,5,1,0,no,0,0,0,0,0,0,month_to_month,0,mailed_check,19.45,86.05,0.65
1258_ymznm,0,0,1,0,0,27,1,1,fiber_optic,1,1,1,0,1,1,one_year,1,bank_transfer_(automatic),110.5,2857.6,3.68
1260_ttrxi,1,1,0,0,0,4,1,0,dsl,0,0,0,0,0,1,month_to_month,0,electronic_check,54.3,195.3,1.81
1261_fwtte,0,1,1,0,0,23,0,0,dsl,0,0,0,0,0,1,month_to_month,1,bank_transfer_(automatic),34.65,768.45,1.16
